code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
0001121308893,Premium Jurtle Caramel Corn,"Dark chocolate flavored confectioners' coating (sugar, vegetable oils [palm kernel and partially hydrogenated palm], cocoa, skim milk, cocoa [processed with alkali], vanilla, natural and artificial flavors, sorbitan tristearate and soy lecithin [emulsifiers], salt), brown sugar, corn syrup, white confectioners' coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin [emulsifier], monoglycerides, artificial color [titanium dioxide], artificial flavor), popcorn, roasted salted almonds (whole almonds, peanut oil, salt), roasted salted pecan pieces (pecan pieces, peanut oil, salt), sugar, water, coconut oil (pure coconut oil, beta-carotene), butter (cream, salt), natural flavor, salt, artificial butter flavor, fd&c yellow 5 lake (e102), baking soda (sodium bicarbonate).",en:milk,,"E102 - Tartrazine,E160a - Carotene,E160ai - Beta-carotene,E171 - Titanium dioxide,E322 - Lecithins,E322i - Lecithin,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,,,,,PENDING
0001121325605,"Dry roasted peanuts, unsalted",Peanuts.,,,,,,,,,PENDING
0001121325606,"Peanuts, butter toffee","Sugar, peanuts, butter* (cream [milk], salt), salt, peanut and/or canola and/or cottonseed oil, artificial flavor (vanillin).",en:milk,,,,,,,,PENDING
0001121325624,"Spanish peanuts, salted","Peanuts, peanut and/or canola and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
0001121325627,"Dry honey roasted peanuts, salted","Peanuts, sugar, honey, high fructose corn syrup, sea salt, cornstarch, xanthan gum.",,,E415 - Xanthan gum,,,,,,PENDING
0001121325630,"Honey roasted peanuts, salted","Peanuts, sugar, peanut and/or canola and/or cottonseed oil, honey, modified potato starch, sea salt, xanthan gum.",,,E415 - Xanthan gum,,,,,,PENDING
0001121325631,"Mixed nuts, lightly salted","Blanched and unblanched peanuts, cashews, almonds, brazil nuts, pecans hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
0001121325632,"Cashews, salted","Cashews, peanut and/or canola and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
0001121325633,"Mixed nuts, salted","Balanced and unblanched peanuts, cashews, almonds, brazil nuts, pecans, hazelnuts, peanut and/or canola and/or cottonseed oil, sea salt.",en:nuts,,,,,,,,PENDING
0001121325634,"Whole cashews, salted","Cashews, canola and/or peanut and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
0001121325635,"Deluxe mixed nuts, salted","Cashews, almonds, brazil nuts, hazelnuts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
0001121325638,"Party peanuts, salted","Peanuts, peanut and/or canola and/or cottonseed oil, sea salt.",,,,,,,,,PENDING
00000010,xxx,"Farine de blé 33%, sucre, huile de colza, œufs de poules élevées en plein air 18%, sirop de glucose-fructose, Un stabilisant : glycérol, poudres à lever : carbonates d'ammonium-carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel.","en:eggs,en:gluten,en:milk",,"E331 - Sodium citrates,E422 - Glycerol,E503 - Ammonium carbonates",,,,,,PENDING
00000015,Madeleines ChocoLait,"Farine de blé 27%, chocolat au lait 18% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque.",,,"E322 - Lecithins,E322i - Lecithin,E331 - Sodium citrates,E422 - Glycerol,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00000017,Collagen For Her,"whey protein concentrate, milk protein concentrate, flavoring, thickener (xanthan gum), sweetener (sucralose)",,,"E415 - Xanthan gum,E955 - Sucralose",,,,,,PENDING
00000022,Farandole de madeleine,"Madeleines ChocoNoir - Madeleines nappées de chocolat noir : farine de blé 27%, chocolat noir 18% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines (soja), arôme naturel de vanille), sucre, huile de colza, œufs de poules élevées en plein air 14.5%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium (blé), sel, gluten de blé, lait écrémé en poudre, fibres végétales, arôme naturel. Peut contenir des traces de fruits à coque. Toutes vos remarques et suggestions sont les bienvenues : contactez notre Service Qualité en indiquant le nom et le numéro du lot du produit concerné figurant sur le dessus de la boîte. Pour conserver toutes les qualités de ce produit, le maintenir dans un milieu tempéré à l'abri de la chaleur, de l'humidité et du froid.",,,"E322 - Lecithins,E322i - Lecithin,E331 - Sodium citrates,E422 - Glycerol,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00000029,Anthony's Organic Cocoa Butter Chunks,Allulose,,,,,,,,,PENDING
00000049,Mre Lite,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Milk Powder (for texture), Medium Chain Triglyceride (MCT) Oil Powder (Nonfat Dry Milk, Potassium Phosphate), Natural and Artificial Flavors, Cellulose Gum, Sucralose, Acesulfame Potassium, Maltodextrin, Salt, Silicon Dioxide",,,"E340 - Potassium phosphates,E466 - Sodium carboxy methyl cellulose,E950 - Acesulfame k,E955 - Sucralose",,,,,,PENDING
00000051,Fondants Citron,"mûre bio 50% (fruit 27%, purée 23%) sucre de canne bio, gélifiant: pectine de fruits, traces éventuelle de fruit à coques","en:eggs,en:gluten,en:milk,en:nuts",,E440 - Pectins,,,,,,PENDING
00000055,Calcium,"Sucre, blanc d'œufs 19%, beurre concentré, chocolat noir 12.5% (pâte de cacao, sucre, beurre de cacao, matière grasse laitière anhydre, émulsifiant: lécithines (soja), arôme naturel de vanille), poudre d'amande 12%, farine de blé 11%, ceufs 5.5%, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre, sel, arôme naturel de cacao. Peut contenir des traces d'autres fruits à coque.","en:eggs,en:gluten,en:milk,en:nuts,en:soybeans",,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol",,,,,,PENDING
00000072,Protien iced tea,"Aqua, Cocos Nucifera Fruit Juice, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii Butter, Dicaprylyl Carbonate, Caprylic/Capric Triglyceride, Olea Europaea Fruit Oil, Cetearyl Alcohol, Glyceryl Stearate SE, Hexyidecanol, Hexyldecyl Laurate, Hydrogenated Vegetable Glycerides, Argania Spinosa Kernel Oilt, Glycerin, Squalane, Sodium Hyaluronate, Cucumis Sativus Extract, Sodium Stearoyl Glutamate, Glyceryl Caprylate, Toco- pherol (Vitamin E), Xanthan Gum, Sodium Phytate, Sodium Ben- zoate, Citric Acid, Sodium Levulinate, Sodium Anisate, Parfum &quot;certified organic X000WD7L2D",,,"E330 - Citric acid,E415 - Xanthan gum,E422 - Glycerol,E502 - Carbonates,E621 - Monosodium glutamate",,,,,,PENDING
00000104,30 Panach' Fruits,"Pâtisseries fourrées à la pulpe de pêche : farine de blé, fourrage pêche 20% (sirop de glucose-fructose, purée de pêche 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe d'abricot : farine de blé, fourrage abricot 20% (sirop de glucose-fructose, purée d'abricot 50%*, sucre, gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arômes, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *% exprimé sur le fourrage équivalent à 10% sur l’ensemble du produit. Pâtisseries fourrées à la pulpe de fruits rouges : farine de blé, fourrage fruits rouges 20% (sirop de glucose-fructose, purée de fraise 17.8%*, sucre, purée de framboise concentrée 5%* (équivalent à 21.2%* de purée de framboise), purée de cerise concentrée 3%* (équivalent à 11%* de purée de cerise), gélifiant : pectines, correcteurs d’acidité : acide citrique - citrates de sodium, arôme, conservateur : sorbate de potassium), huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, lait écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme. *soit un équivalent de 50% de purée de fruits sur le fourrage équivalent à 10% sur l’ensemble du produit.",,,"E202 - Potassium sorbate,E330 - Citric acid,E331 - Sodium citrates,E422 - Glycerol,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00000112,Plus,"wate NUTRITIONAL INFORMATION for 250 ml of product ready for consumption INFORMAZIONI NUTRIZIONALI per 250 ml di prodotto pronto da consumare Valore Energetico/Energy 905,67 kJ/215,13 kcal%VNR Grassi, di cui: /Fat, of which: ac acidi grassi saturi / Saturates grassi monoinsaturi monounsaturated fatty acids acidi grassi poli insaturi polyunsaturated fatty acids di cui acido linoleico/ of which linoleic acid Carboidrati/Carbohydrate di zuccheri/of which sugar Fibry limentari /Fiber Pro/Protein Vitamina B12/Vitamin B12 Biotina (Vitamina H) /Biotin (Vitamin H) Vitamina K/Vitamin K Acido Pantotenico (Vitamina B5)/ Pantothenic Acid (Vitamin B5) Minerali/Minerals Potassio / Potassium Calcio/Calcium Fosforo/Phosphorus Magnesio/Magnesium Sale Vita e/Vitamins Vitara A/Vitamin A Vitana D/Vitamin D Vitamina E /Vitamin E Vitamina C/Vitamin C Tiamina (Vitamina B1)/Thiamine (Vitamin B1) 0,44 mg Riboflavina (Vitamina B2) / Riboflavin (Vitamin B2) 0,56 mg Niacina (Vitamina B3) / Niacin (Vitamin B3) 6,4 mg Piridossina (Vitamina B6) /Pyridoxine (Vitamin B6) 0,56 mg Folato/Folate Ferro/Iron Zinco/Zinc Rame/Copper 6,799 2,95 g 2,29 g Manganese/Manganese Selenio/Selenium loddine Sodio/Sodium Ganoderma ES/DE 1,55 g 1,08 g 22,06 g 19,77 g 1,29 g 16,7 g 0,614 g 320 mcg 40% 2 mcg 40% 4,8 mg 40% 32 mg 40% 40% 40% 40% 40% 50% 100 mcg 1,25 mcg 50% 20 mcg 40% 22,5 mcg 30% 2,4 mg 40% 760 mg 38% 397 mg 49,6% 280 mg 40% 150 mg 40% 5,3 mg 38% 3,8 mg 38% 0,4 mg 40% 0,8 mg 40% 22 mcg 40% 60 mcg 40% Ingredients P Fruttosio, Fibra di me Latte in polvere Ma 245,44 mg 200 mg germe di grandi p magnesio, Inulina Ad xantano, Fosfato d (Ganoderma lucidan sporophorum ES C Vitamina C (Acido L di zinco, Agente antag di silicio, Solfato manganese, Na Vitamina E (Aceto de Vitamina A (Acetato de di rame; Vitamina B5 Ca to); Vitamina 03 (Cole B6 (Cloridrato di pride (Riboflavina), Vitamina tiamina); Vitamina KFlac 89 (Acido pteroil-morga di potassio, Selenito da Vitamina B12 (Canecabalim Ingredients: Soy protes Fructose; Apples ber citrate; Powdered m Wheat germ all powde magnesio; Inulina Gomma di xantang Fo Ganoderma Gand (Curtis) P. Karst) sporphe mg); Vanilla flavour Vo bic Acids Zinc glo agent Silicon diode Manganese glucone n mide: Vitamin E AR cofer); Vitamin A Copper gluconate D-Pantothenic 20 ferol): Vitamin 86 P ride); Vitamin 82 Re B1 (Thiamine bydecho (Phylloquinone noglutamic acid P Sodium selende Do &quot;per porzione da 26 g con 250 ml latte parz. scremato (1,5% grassi) (Cyanocobal **serving of 26 g with 250 ml low-fat milk (1,5% fat) &quot;VNR=",,,E101 - Riboflavin,,,,,,PENDING
00000116,Vanille-Erdbeer-Cocktail,"Sunflower Seed Butter (Roasted Sunflower Kernel, Dried Cane Syrup, Salt), Vegetable Glycerin, Tapioca Syrup, Rice Crisps (Rice Flour, Rice Bran, Raisin Juice Concentrate, Honey, Salt), Flour Mix (Rice, Buckwheat, Millet), Date Paste, Quinoa Flakes, Rice Starch, Dried Cane Syrup, Puffed Amaranth, Brown Cane Sugar, Ground Flaxseed, Gum Arabic, Xanthan Gum, Salt, Natural Flavor, Leavening (Baking Soda), Vitamins and Minerals (Niacin, Riboflavin, Vitamin B6, Thiamin, Calcium).",,,"E414 - Acacia gum,E415 - Xanthan gum,E422 - Glycerol,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,,,,,PENDING
00000127,Whey Protein - Chocolate,"L-choline-bitartrate 168mg, extrait de racine de chicorée de Bruxelles (Cichorium intybus L. sativum) 350mg, enveloppe de la capsule (hydroxypropylméthycellulose), extrait de coeur et de pétale d'artichaut (Cynara scolymus) 210mg, extrait de racine de pissenlit (Taraxacum officinale) 210mg, extrait de rhizome de curcuma (Curcuma longa) 140mg dont 95% de curcuminoïdes 133mg",,,,,,,,,PENDING
00000144,Bio Whey Isolat,"100% Erythritol, un producto NON GMO, apto para vegetarianos y veganos, libre de soya y gluten, apto para diabeticos, usalo para horn",,,,,,,,,PENDING
00000146,Batido nutricional / Nutricional Shake,"Soya protein isolate (40,8%), cookie crumbs (wheat flour (gluten), rice flour, oat flour (gluten), barley malt flour, sugar, cocoa, corn flour, salt, emulsifier (soya lecithin), fructose, inulin, oat fibre (gluten). polydextrose, soya oil thickeners (quar gum powde, santhan gum, carragenan, pectin), oat bran gluten), milk protein concentrate (1.9 %), flavourings (lactose), calcium citrate, dextrose, potassium phosphate, sodium chloride, anti-caking agent (silicon dioxide), sweeteners (sucralose, acesulfame-K), rapeseed oil, magnesium oxide, ginger root powder, L-ascorbic acid, ferrous fumarate, DL-alpha tocopheryl acetate, liquorice root powder, nicotinamide, papaya powder, zinc oxide, cupric gluconate, retinyl palmitate, D-calcium pantothenate, cholecalciferol, pyridoxine hydrochloride, cyanocobalamin, manganese carbonate, riboflavin, thiamin hydrochloride, ascorbyl palmitate, pteroylmonoglutamic acid, Dl-alpha tocopherol, potassium iodide, sodium selenite, D-biotin. CONTAINS GLUTEN, MILK AND SOYA. SOUTH AFRICA, LTD.","en:gluten,en:milk,en:soybeans",,"E1200 - Polydextrose,E304 - Fatty acid esters of ascorbic acid,E304i - Ascorbyl palmitate,E307 - Alpha-tocopherol,E322 - Lecithins,E322i - Lecithin,E440 - Pectins,E551 - Silicon dioxide,E950 - Acesulfame k,E955 - Sucralose",,,,,,PENDING
00000154,Mct Oil Powder,"Austin, TX 78704 2311 S 5th St. #113 Sodium Medium Chain Triglycerides 7g sed Ga a 2000 calorie diet. &quot;Percent Dailyalues a &quot;Daily Value not estaplished. CER INGREDIENTS: Inulin, sodium cascinate, silicon dioxide, sunflower lecithin Contains coconut, milk Distributed by: Opportuniteas Inc. portuniteas.com",,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
00000158,,"Oetker 4 Portionen, Milch & Zucker zugeben Original Pudding Vanille Geschmack NUTRI-SCC AB zubereitetes F",,,,,,,,,PENDING
00000212,yaourt vanille sucré,"lait de vache entier pasteurisé. ferments lactiques. arôme naturel de vanille 1,25%. sucre 5%",,,,,,,,,PENDING
00000224,madeleine Bijou ChocoPépites,"Farine de _blé_, pépites de chocolat 18% (sucre, pâte et beurre de cacao, émulsifiant lécithines (tournesol), arôme), huile de colza, sucre, _oeufs frais_, sirop de glucose-fructose, stabilisant: glycérol, poudres à lever: carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants mono et diglycérides d'acides gras, sel, lait écrémé en poudre, épaississant gomme xanthane. Peut contenir des traces de _soja_ et de _fruits à coque_.",,,"E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00000225,bijou cacao,"Ingnédients Farine de blé, sucre, huiles végétales (colza et tournesol), oeufs frais, sirop de glucose-fructose, stabilisant : glycérol, cacao maigre en poudre 1,9%, lait écrémé en poudre, pâte de cacao 0,8%, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (blé), noisette, lactose, émulsifiants: mono et diglycérides d'acides gras lécithines (soja), sel, arôme. Peut contenir des traces d'autres fruits à coque.",en:soybeans,,"E422 - Glycerol,E450 - Diphosphates",,,,,,PENDING
00000227,Bijou Caramel ChocoLait,"Farine de _blé_, fourrage lait et caramel 17% (sirop de glucose-fructose, _lait_ concentré sucré 20%*, stabilisant : glycérol, caramel 2.5%*, sel, arôme, gélifiant : pectines, conservateur : sorbate de potassium), huile de colza, _œufs_ frais, sucre, chocolat au lait 11% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, émulsifiant : lécithines (_soja_), arôme), sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), sel, émulsifiants : mono et diglycérides d’acides gras, _lait_ écrémé en poudre, arôme. *% exprimés sur le fourrage équivalent respectivement à 3.4% et 0.4% sur l’ensemble du produit.","en:eggs,en:gluten,en:milk,en:soybeans",,"E202 - Potassium sorbate,E322 - Lecithins,E422 - Glycerol,E440 - Pectins,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00000229,Vanilla Grass-fed Whey Protein Isolate,"Whey Protein Isolate, Organic Cane Sugar, Organic Vanilla Flavor, Sunflower Lecithin",,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
